,District,Sector,Cellule,Village,Vill_Code,,NEP results,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Nyagasenyi,Iribagiza,55010406,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Nyagasenyi,Kagarama,55010408,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Nyagasenyi,Mugatare,55010409,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Nyagasenyi,Nyamisagara,55010411,11,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Nyagasenyi,Rugina,55010413,13,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Nyagasenyi,Rusave,55010414,14,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Nyagasenyi,Rwambanda,55010416,16,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Nyakagezi,Muguruka Ii,55010503,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Nyakagezi,Mukundanya,55010504,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Rubimba,Byimana,55010602,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Rubimba,Kanteyamang,55010603,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Rubimba,Kinyonzo Ii,55010605,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Rubimba,Nyagasozi,55010606,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Rubimba,Nyakarambi,55010607,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Rubimba,Rununga,55010609,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Rubimba,Rwakajonge,55010610,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Rubimba,Rwamaranga,55010611,11,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gahara,Rubimba,Rwamurema,55010613,13,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Curazo,Gatenga,55020101,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Curazo,Rugari,55020105,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Cyunuzi,Cyunuzi I,55020201,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Cyunuzi,Cyunuzi Ii,55020202,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Cyunuzi,Kabungo,55020205,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Muganza,Rebero,55020305,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Nyamiryango,Karambi,55020404,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Nyamiryango,Rwanyabigab,55020407,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwabutazi,Bitoma Ii,55020502,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwabutazi,Muyange,55020503,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwabutazi,Rugina,55020504,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwabutazi,Rurembo I,55020505,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwabutazi,Samuko,55020506,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwabutazi,Ururembo Ii,55020507,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwantonde,Cyiha,55020601,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwantonde,Karembo,55020603,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwantonde,Kavomo,55020604,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwantonde,Kigarama,55020605,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwantonde,Mumeya,55020607,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwantonde,Rubona,55020608,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwantonde,Rusenyi,55020609,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Gatore,Rwantonde,Rutare,55020610,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Cyanya,Cyanya,55030101,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Cyanya,Kigende,55030105,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Kigarama,Humure,55030202,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Kigarama,Kigarama,55030203,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Kigarama,Nyakazinga,55030205,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Kigarama,Nyamiyaga,55030206,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Kiremera,Kagorogoro,55030306,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Kiremera,Rwesinge,55030314,14,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Nyakerera,Gatari,55030402,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Nyakerera,Kiyovu,55030405,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Nyakerera,Rukiri,55030408,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Nyankurazo,Nshungerezi,55030504,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Nyankurazo,Nyakabungo,55030506,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Nyankurazo,Rama,55030509,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigarama,Nyankurazo,Rusumo,55030511,11,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Gatarama,Efemu,55040101,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Gatarama,Kabugwe,55040104,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Gatarama,Nyakizu,55040107,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Rugarama,Kimeya,55040204,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Rugarama,Muganza,55040209,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Rugarama,Rugarama,55040212,12,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Rugarama,Rwakanyamb,55040214,14,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Ruhanga,Buhwaga,55040301,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Ruhanga,Nyagasozi,55040304,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Ruhanga,Nyakarambi I,55040306,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Ruhanga,Rubare,55040309,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Ruhanga,Rwamabare,55040313,13,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Ruhanga,Rwanyamutar,55040315,15,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Rwanteru,Bugarura,55040401,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Rwanteru,Mugisenyi I,55040403,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Rwanteru,Mugisenyi Ii,55040404,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kigina,Rwanteru,Rusororo,55040406,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Gahama,Kabeza,55050102,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Gahama,Kaziba,55050103,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Gahama,Muhweza,55050105,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Gahama,Murugarama,55050106,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Gahama,Nyakatsi,55050108,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Gahama,Rebero,55050110,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Kirehe,Kamasaro,55050203,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Kirehe,Kirehe,55050204,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Kirehe,Runyinya,55050206,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Nyabigega,Duterimbere,55050302,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Nyabigega,Nyarurembo,55050307,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Nyabikokora,Kaduha,55050403,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Nyabikokora,Karenge,55050404,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Nyabikokora,Kwihanika,55050406,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Nyabikokora,Kwirebero,55050407,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Nyabikokora,Rugero,55050412,12,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Nyabikokora,Rurama,55050413,13,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Nyabikokora,Rusamaza,55050414,14,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Rwesero,Gahama,55050503,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Rwesero,Karuhura,55050505,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Kirehe,Rwesero,Rwesero,55050508,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Kamombo,Kamombo,55060107,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Kamombo,Kigufi,55060109,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Kamombo,Rumuri,55060110,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Kamombo,Terimbere,55060111,11,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Kamombo,Umubano,55060112,12,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Mwoga,Buhaga,55060201,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Mwoga,Kwisha,55060205,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Mwoga,Mwoga,55060206,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Mwoga,Nyarusange,55060207,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Saruhembe,Gisenyi,55060301,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Saruhembe,Kanombe,55060302,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Saruhembe,Karebezo,55060303,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Saruhembe,Muride,55060304,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Saruhembe,Nyagahanga,55060305,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Saruhembe,Nyamiyumbo,55060306,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Saruhembe,Rushonga,55060307,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Saruhembe,Saruhembe,55060308,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Umunini,Ihuriro,55060401,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Munini,Kabeza,55060402,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Munini,Karambi,55060404,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Munini,Munini,55060405,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Munini,Nyenyeri,55060406,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Munini,Remanyundo,55060408,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mahama,Munini,Ruhondo,55060410,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Bwiyorere,Bihembe,55070101,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Bwiyorere,Kamarashavu,55070105,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Bwiyorere,Kangarame,55070106,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Bwiyorere,Nyagasenyi,55070107,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Kankobwa,Kankobwa,55070201,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Kankobwa,Murundi,55070202,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Kankobwa,Nyamiyaga,55070203,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Kankobwa,Remera,55070204,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Kankobwa,Rusha,55070205,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Mpanga,Kabuye I,55070301,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Mpanga,Nyagatovu,55070304,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Mpanga,Rurambi I,55070305,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Mpanga,Rurambi Ii,55070306,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Mushongi,Kayanga,55070402,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Mushongi,Mishenyi,55070403,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Mushongi,Mushongi,55070404,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Mushongi,Ngugu Ii,55070406,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Nasho,Busasamana I,55070502,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Nasho,Busasamana I,55070503,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Nasho,Ibanda,55070504,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Nasho,Pilote,55070510,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Nyakabungo,Nyakabungo,55070607,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Nyakabungo,Rushenyi,55070609,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Rubaya,Akinzuki,55070701,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Rubaya,Kabeza,55070704,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Rubaya,Mumpinga,55070705,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Rubaya,Murambi,55070706,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mpanga,Rubaya,Rushonga,55070709,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Gasarabwayi,Gicuma,55080102,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Gasarabwayi,Kanyosha,55080103,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Gasarabwayi,Nyakariba I,55080104,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Gasarabwayi,Nyakariba Ii,55080105,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Gasarabwayi,Nyakiriba,55080106,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Gasarabwayi,Rwinyundo,55080108,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Kabuga,Gikenke,55080201,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Kabuga,Kambwire,55080204,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Kabuga,Kimeya,55080205,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Kabuga,Rubuye I,55080207,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Kabuga,Rugango,55080209,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Mubuga,Kanombe,55080302,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Mubuga,Mubuga,55080304,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Musaza,Musaza,55080405,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Musaza,Muyoka,55080406,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Nganda,Kaziba,55080504,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Nganda,Nganda Ville,55080507,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Nganda,Nyamiyaga,55080509,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Nganda,Ruseke,55080510,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Musaza,Nganda,Rwamushong,55080512,12,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Bisagara,Isangano,55090103,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Bisagara,Kampara,55090104,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Bisagara,Nyabubare,55090106,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Bisagara,Umutuzo,55090110,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Bisagara,Umuyange,55090111,11,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Cyamigurwa,Bwiza,55090201,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Cyamigurwa,Kigarama,55090206,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rugarama,Cyanjuna,55090303,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rugarama,Gahushyi,55090305,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rugarama,Kamarashavu,55090307,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rugarama,Kamunyana,55090308,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rugarama,Karambi,55090309,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwanyamuhan,Cyaka,55090402,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwanyamuhan,Cyeru,55090403,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwanyamuhan,Mugina,55090405,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwanyamuhan,Munini,55090406,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwayikona,Barisuka,55090501,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwayikona,Kabeza,55090504,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwayikona,Kabuga,55090505,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwayikona,Rukira,55090508,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwayikona,Rwayikona,55090512,12,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Mushikiri,Rwayikona,Tonero,55090513,13,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Cyambwe,Gicaca,55100101,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Cyambwe,Kagamba,55100102,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Cyambwe,Kagese I,55100103,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Cyambwe,Nyakazinga,55100104,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Cyambwe,Rugwiro,55100105,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Cyambwe,Rushoka,55100107,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Cyambwe,Rwinyange,55100108,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Kagese,Kagese Ii,55100202,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Kagese,Kibimba,55100204,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Rubirizi,Kabigembe I,55100401,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Rubirizi,Kadamu,55100403,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Rubirizi,Rwandarushy,55100408,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Rubirizi,Rwandarushy,55100409,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nasho,Rugoma,Kabigembe,55100504,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Bukora,Bukinanyana,55110101,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Bukora,Bweramana,55110104,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Bukora,Kabuga,55110105,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Bukora,Maranyundo,55110106,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Bukora,Mudahunga,55110107,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Bukora,Mumararungu,55110108,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Bukora,Mushirarungu,55110109,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kagasa,Bwiza,55110201,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kagasa,Mataba,55110206,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kagasa,Nyamirama,55110209,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kagasa,Nyarurembo,55110210,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kagasa,Rebero,55110211,11,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kazizi,Byimana,55110302,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kazizi,Gahomvu,55110303,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kazizi,Tetero,55110311,11,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kazizi,Ururembo,55110312,12,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Kabungeri,55110401,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Kabuye,55110402,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Kacyiru,55110403,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Karambi,55110406,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Kinamba,55110409,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Matare,55110410,10,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Mitako,55110411,11,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Murambi,55110412,12,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Muyinza,55110413,13,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Kiyanzi,Rusumo,55110416,16,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Gasenyi,55110502,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Ihuriro,55110503,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Isangano,55110504,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Kamugarura,55110506,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Kimigisha,55110507,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Munini,55110508,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Muramba,55110509,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Rama,55110512,12,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Rebero,55110513,13,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Rurembo,55110514,14,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Rusozi,55110515,15,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Ubumwe,55110516,16,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyamugari,Nyamugari,Umubano,55110517,17,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Mareba,Burembo,55120101,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Mareba,Kaziba I,55120102,2,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Mareba,Nyacyonga I,55120104,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Mareba,Nyamateke,55120106,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Bicumbi,55120201,1,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Mpanguhe,55120204,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Ndabarekuye,55120205,5,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Nyabayama,55120206,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Nyabitare,55120207,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Nyamisagara,55120208,8,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Nyamugari,55120209,9,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyabitare,Rwamagana,55120211,11,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Kagabiro,55120303,3,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Kagorogoro,55120304,4,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Nyakanazi,55120306,6,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Nyarubuye I,55120307,7,GE,,,,,,,,,,,
Iburasirazuba,Kirehe,Nyarubuye,Nyarutunga,Nyarutunga,55120309,9,GE,,,,,,,,,,,
